Mean_Atomic_Radius,Atomic_Size_Diff,Avg_Tm,Std_Dev_Tm,H_mix,Std_Dev_H_mix,S_mix,EN,Std_Dev_EN,VEC,Std_Dev_VEC,Mean_Bulk_Mod,Std_Dev_Bulk_Mod,Phase
-0.451434011,-0.240000656,-0.2699165894,-0.03187162817,0.2786966775,-0.4164129456,-0.7680049658,0.6714085606,-0.4987426769,0.6982574435,0.7909691373,0.7528520361,-0.294834204,Im
-0.7418631184,-1.899839519,-0.5422268589,-1.15325554,-0.825660921,0.7480808483,-1.312820498,-0.2402499621,0.1033791549,0.1556012528,-0.4476025671,0.03928408342,-0.5849588242,Im
-0.8049799721,-0.6735488301,0.2249762805,-0.4540399302,0.6495661885,-0.5147357897,-0.4665283276,1.492256761,-0.4103347401,1.228041579,0.1466338951,1.411670286,-1.117041419,FCC_SS
-1.132629723,-0.9830105079,-0.001634302001,-1.49245083,1.288447127,-1.863610475,-0.6760331548,1.181381077,-1.416616599,1.132413147,0.08337498977,1.12097616,-1.843474036,FCC_SS
-1.120941346,-1.378291398,-0.3008330656,-0.8460043823,-0.1198268465,0.2533750307,0.5192036089,0.04494580556,0.3814367265,0.6775430278,-0.04591653973,0.3895699184,-0.6764527266,FCC_SS
-0.5482546841,-0.3587488695,-0.1306676938,-0.1466796472,0.4300387603,-0.6434324906,-0.09923181614,0.6546795564,-0.8837117885,0.4472986882,0.5600324029,0.7610552484,-0.4505847312,Im
-0.7864390778,-1.916549945,-0.6329271895,-1.059836966,-0.8747243212,0.7370843029,-1.335066264,-0.258705721,0.187347299,0.1878596755,-0.4722532674,-0.001778552477,-0.5264544282,Im
-1.02983575,-1.449137209,-0.2446874833,-0.8710586302,-0.1873648591,0.3824502601,0.2742832178,-0.01503074796,0.292568276,0.5479267611,-0.0924003613,0.3499565029,-0.7544981709,Im
-0.4237622435,-0.2524914508,-0.757215166,0.256363028,-0.7568597253,0.4318643842,1.481837454,-0.1271921595,0.5354073743,0.1704496076,0.5612397554,0.000001701723056,0.06322949253,FCC_PLUS_BCC
0.3352579385,0.05554990384,1.692142595,0.7039549721,0.2475042801,-0.6027855448,0.5110662187,1.831064054,1.674569828,-0.3610580269,-0.5934586305,1.858598432,2.002905514,Im
-0.7975210176,-1.977145562,-0.5663042611,-1.117684376,-0.8233415546,0.7383910363,-1.34280161,-0.2506154423,0.1328930631,0.1924859792,-0.5013063165,0.03844707412,-0.5543647212,Im
0.3222389586,-0.1752623611,1.886090725,0.4642603947,-0.4235233825,-0.01672067215,1.805258872,1.150296587,1.63168381,-0.3463243576,-1.123544964,1.926087995,1.779454455,Im
-0.02035935906,0.2697160294,-1.5615194,0.8296810802,0.8673083099,0.7870007086,1.303773148,0.764422214,-0.3328575294,0.611025143,1.838217156,-0.1568001669,0.4861149786,FCC_PLUS_BCC
0.827846011,0.08561697902,0.5822304312,1.50311586,-1.39761575,1.48956373,1.061904492,-1.052170525,-1.321426615,-1.279423655,-0.8737270395,-1.151488817,0.3092512265,Im
0.1640740844,1.512431785,-0.9031615974,0.9278969331,-1.354635395,0.9190634154,1.662501663,-0.1587054494,0.3548243067,-0.2359899207,1.602483785,-0.3201843582,0.8354242515,BCC_SS
-1.86882708,-0.4789269003,0.2048563778,-1.121304946,1.280667123,-1.409131203,-1.942019283,0.6841700706,0.06555375889,0.4980530019,-0.08675253944,1.183561002,-1.037183475,FCC_SS
0.1195754125,0.8376092674,-1.323041502,1.282078472,-0.6768792362,-0.07982633109,-0.3300182428,0.1056939844,0.09640793775,-0.109282965,1.665739598,-0.1834266442,0.8593812772,Im
1.962578335,0.2369704116,0.7624432598,-0.5120551005,0.404212012,-0.6949471984,-0.5885165508,-1.850135119,0.1318058545,-1.406782726,-1.80754176,-1.806100527,-1.769335838,BCC_SS
0.02734087552,0.5471372442,-1.094494577,1.078679815,-0.4073392067,-0.06967294975,0.4680053957,0.2808192314,-0.1495735847,0.01433160799,1.210712956,-0.06559317969,0.7079698777,Im
1.506054399,0.4379330747,1.289151066,0.3315240303,0.8422214274,-0.3427610968,0.5375458895,-1.505724034,-0.3369373663,-1.042499932,-1.38143884,-0.9672943961,0.1612922032,BCC_SS
-0.2515614315,0.4613196557,-0.06228805829,-1.358673578,-0.1750485255,0.6532232732,-0.06531713642,0.4559350217,-0.1039106372,0.5561599187,0.6185830263,0.7177603771,-0.5503150193,Im
0.6167804436,1.234378947,0.7772245602,-0.3180439094,-0.9624008165,0.563563333,-0.1337083225,-0.4880089943,1.060462813,-0.5416319633,-0.7696800243,-0.4395875647,0.9995733915,BCC_SS
0.1633007458,1.140666918,-1.396605775,1.291391848,-0.9251335974,0.3690445857,1.054636076,-0.08168100264,0.09484344959,-0.2119147182,1.591772062,-0.3247366299,0.8987909745,Im
-1.015172337,-1.832657612,-0.938112099,-1.851370812,-0.4507723017,-0.08386957933,-1.418109285,0.09112175341,0.7016849379,1.299253667,-0.2006680616,0.1083995551,-0.3729652145,FCC_SS
-0.8601389269,-0.7277081928,-0.104012186,-0.7717872139,0.7912012522,-1.18910918,-0.4825160533,0.8876319611,-1.324003884,1.084935333,0.2623986394,0.9360433828,-1.051612074,FCC_SS
0.4809341976,-0.8091209922,2.340517118,-1.462827352,0.04295509093,0.6369335468,-1.009160378,1.148809779,1.71818168,-0.3553905467,-1.374465269,1.797475837,1.748382325,BCC_SS
-0.009701889124,0.1987587435,-1.518973044,0.9888030141,0.9600581629,0.7282138883,1.849928121,0.4872153527,-0.2499836293,0.3455607432,1.838839105,-0.1828933295,0.4577421833,FCC_PLUS_BCC
0.2152274873,1.338666688,-1.436103665,0.7916505685,0.03542945782,1.458302221,5.484880883,-0.3443712011,0.6702040946,-0.1753962043,1.632271993,-0.498333285,0.281417156,Im
0.101873311,0.6562811924,-1.834709087,0.6223884804,-1.369468215,-0.2757744983,-0.8411343401,-0.367303188,0.7023042443,-0.1532728878,0.8199529307,-0.5289349491,0.5985217607,Im
-0.8997258782,-0.6470245504,0.2195484572,-0.3395396829,0.6880335245,-0.8338574601,-0.6778078524,1.558723676,-0.2782187273,1.469111039,0.1497844143,1.398307217,-1.110364968,FCC_SS
0.2133798971,1.446998952,-1.761466265,1.105057465,-1.383586522,1.227514981,-0.05879424166,-0.2106911976,0.8095783688,-0.1315652996,1.95444954,-0.6027506375,0.6145781816,FCC_SS
-1.365580103,-0.73002628,-0.1831371833,-0.6063198811,-0.2008496769,0.3388528285,0.9771873905,0.1275488773,0.62517205,0.5899851864,0.01183205914,0.5589852856,-0.3199998756,FCC_SS
1.236243626,0.9329756629,1.089075355,-0.3416915597,0.5269981846,-1.029883418,0.5062246192,-0.6996591616,1.507214204,-0.7346253739,-0.5118926995,-0.6755738564,1.265772125,Im
-1.207055436,-1.806249191,-0.5156327206,-1.107829566,-0.3484529049,0.3738698503,-0.7589967123,0.01754364239,0.6694004237,0.8319612691,-0.03638921713,0.2309037834,-0.4555121757,FCC_SS
0.7475626007,1.272161959,0.5394816406,-0.5524302565,-0.9834716882,0.7267677196,-0.7216251519,-0.9767914845,-0.4253660166,-0.8706517355,-1.151089299,-1.068770635,-0.3238248829,BCC_SS
-0.8534316067,-1.982000815,-0.7686979817,-0.9436270251,-1.079893609,0.703971879,-1.392128184,-0.3981800422,0.4559723044,0.1334388596,-0.5046719943,-0.2308487421,-0.395632252,FCC_SS
0.6926205987,1.804952838,0.9115484306,-0.1115147329,-0.7877987043,1.118059901,1.119045185,-0.6528963943,1.174558397,-0.7805164218,-0.7864740393,-0.6621460387,0.8948728263,Im
1.739588086,0.8388819744,1.56709818,-0.2218961787,1.357353443,-0.3679581264,-0.7305747864,-2.020094207,0.04539371304,-0.8428323744,-1.047102739,-0.8006067205,0.5472461757,BCC_SS
-1.351979481,-1.774931116,-0.8219375579,-1.932514398,0.235948597,-0.2185462743,-0.6569558617,0.4292462687,0.6110446393,1.677709119,-0.2655170437,0.4791095913,-0.4347992534,FCC_SS
-1.148049814,-1.358293912,-0.3505627893,-0.9515467446,-0.005694391591,0.1883107727,0.3210386759,0.1204761668,0.3295233026,0.7388536569,-0.07405201884,0.4773472852,-0.7452212994,Im
0.1314528561,0.7930974362,-0.8974154178,1.284770003,-0.720550363,0.4932208451,1.096796012,0.1341788478,0.1755083494,-0.1267427508,1.140648064,-0.1525156031,0.8574328055,Im
1.207362094,1.106133714,1.104504224,-0.350888828,0.6215854842,-1.123727913,-0.007763993776,-0.6274834625,1.628789747,-0.6296933866,-0.4424886095,-0.5594167263,1.4052746,BCC_SS
-1.698972539,-0.4797782121,-0.1440612867,-0.4049328903,-0.2034509917,0.3171405102,0.91755565,0.1698388305,0.74542494,0.5495280655,0.01377398958,0.6504302411,-0.00791472675,FCC_SS
1.506045634,0.4376549848,1.283536742,0.3341694526,0.8403076243,-0.3375058373,0.528110282,-1.508039639,-0.3233068481,-1.031985428,-1.376781207,-0.9692437906,0.1695483094,BCC_SS
0.6638967371,1.837532651,0.5572414315,-0.5153770269,0.06048849198,-0.9121043339,-0.6597454942,-0.9746095173,0.02025912422,-0.5543239307,-0.4438048333,-1.118918329,-0.3108414449,Im
-1.578793916,-1.895312418,-1.02912006,-1.979779486,0.3973478326,-0.5932410018,-1.00358246,0.3547768383,0.6908975726,1.8513727,-0.2543724028,0.4046717192,-0.3218826357,FCC_SS
-1.109387484,-1.381725567,-0.2980545022,-0.8410089621,-0.1278116407,0.2553141373,0.5335502676,0.04085372792,0.3837461563,0.6724159305,-0.04056334326,0.3837581425,-0.672084793,FCC_SS
1.503532585,0.4338074692,1.281484087,0.3265210872,0.8304166691,-0.3375275535,0.5201729344,-1.496884826,-0.3307161209,-1.045320206,-1.385230909,-0.9724617651,0.1551337621,BCC_SS
0.3410027645,1.884977517,-2.169822332,1.668781265,0.05133216783,0.6871298173,-1.596106772,-0.4755254391,0.4626949719,-1.753382898,1.763481772,-1.92052611,0.1123501428,Im
0.03976899535,0.5826087874,-1.109974271,1.156955504,-0.4648612414,-0.07872002605,0.562367595,0.2253526091,-0.1881465248,-0.01014013673,1.18340857,-0.1005085167,0.7439256404,Im
0.3396453242,0.8699700948,0.3551983294,1.434613672,-1.592582773,1.338077343,0.02151411303,-0.5712247815,-2.164441938,-0.6134472483,-0.2777881676,-0.7660933828,0.146810224,Im
-0.1749665667,-0.01128391938,-1.754167958,0.1339613501,-1.157901119,-0.2487059383,-1.097048408,-0.3100223211,0.7461296516,0.06480619549,0.6634680572,-0.4215214698,0.3954343376,Im
0.4794851599,-0.1545035402,0.335231603,1.65722155,-2.21160159,1.60162303,-0.3878612247,-0.6101206866,-2.169362711,-1.129965785,-0.379562803,-1.140471102,-0.04737670736,Im
-1.83872031,-1.112309594,0.1295243243,-1.283827698,0.9637361472,-1.505388545,-1.648630359,0.9715491957,-0.6253442825,1.49950345,0.3486017075,1.287178616,-1.383575661,FCC_SS
0.7770833783,1.020490109,0.3548129703,1.549742021,-2.73260194,1.851853406,0.5335189316,-0.9589751396,-0.616586085,-1.57436464,-0.6676880583,-1.596821427,-0.18510989,BCC_SS
0.4556331571,-0.4963069289,1.408060988,0.7787124698,-0.01593733474,-0.6388059496,-0.5575447395,-0.3715344711,1.204892499,-0.5199565505,-0.7047762288,0.7477161145,0.9698128342,BCC_SS
-0.5407051122,-0.3429395192,-0.1570087717,-0.1268665214,0.4441406711,-0.7028288632,-0.1367517069,0.6187832238,-0.9208235753,0.4394528101,0.563874879,0.7329627573,-0.3979156205,Im
1.946762073,0.203511004,0.7450073044,-0.532638441,0.4414238544,-0.7253167496,-0.6713195626,-1.863137962,0.1172217158,-1.413498462,-1.814219545,-1.842744148,-1.837622628,BCC_SS
-0.255302926,0.3657460891,-0.7268884468,-0.6467273207,0.01222976229,0.810178029,-0.5470911861,1.301427033,-1.049003159,1.13075311,0.645808971,0.7291425828,-0.1683383735,Im
0.7538823513,0.2194072319,1.400389335,0.5003015892,0.1989359389,-0.9703245964,-0.05772631649,-0.6525446425,1.144189464,-0.6059061665,-0.7590167781,-0.462476126,1.2648337,BCC_SS
-0.2645399827,-0.2451559734,-0.962983067,0.5179973305,1.631139706,0.4136690915,1.496623201,0.8487252867,-0.833079297,1.292097504,0.947772833,0.1152639613,-0.09921650047,Im
0.6706037977,1.583114143,-2.142340543,-0.02089962099,0.9620698199,-0.964837321,-1.597056435,-0.8904900326,0.8356964313,-1.895072368,1.509035085,-2.096690201,-0.3611270491,Im
-0.6179430203,-0.5417556299,-0.05912375805,-1.30605287,0.3287487182,-0.3172389832,0.1267564765,0.4757847023,-0.4615737891,0.6110827773,0.2590853328,0.8478511632,-0.9964172348,Im
0.3373893303,0.1963438178,1.613266199,0.7738058783,0.2987672843,-0.6786961085,0.5707793086,1.788623319,1.66703385,-0.3348061626,-0.5202090964,1.778061746,1.943326653,Im
-0.8254734559,-1.944887521,-0.7057103858,-1.032936898,-0.9703027949,0.672346257,-1.294087578,-0.3256309866,0.3691745264,0.1727587858,-0.478197509,-0.1954706463,-0.4257989632,FCC_SS
0.3331426623,0.4015395483,0.3559968229,1.53557414,-1.66887413,1.43823053,0.1334827273,-0.5642265235,-2.2283214,-0.7265404707,-0.2990297735,-0.8652692539,0.1074120569,Im
1.501962707,0.4327140944,1.294050343,0.3211038124,0.841643278,-0.3376871037,0.5363859504,-1.509648785,-0.3348746624,-1.036697947,-1.384388353,-0.9684770517,0.1674588901,BCC_SS
-0.2474280633,-0.2138109348,-1.009111157,0.5422223963,1.610381747,0.4433950533,1.510121389,0.8536738296,-0.8173982247,1.253006279,0.9860004372,0.09827404695,-0.05151613755,Im
-0.5717502386,-0.6808131574,-0.02170092708,-1.781810619,1.414097031,-1.892400441,-1.161034055,0.7068349149,-1.551934968,0.361151368,-0.1628247746,0.9396816817,-1.894294839,Im
0.3525561747,-0.03796563525,0.9689240757,0.8910106874,0.1712580631,-0.7935246759,-0.1164596451,-0.2123778988,0.9796790464,-0.3460156265,-0.3229106981,1.337664498,1.521510901,Im
-0.6439119576,0.7196656718,-1.26017232,0.5701443974,-1.272192837,0.006021581715,-0.5391832063,-0.2799587691,0.861569408,0.07213638783,0.2507402822,-0.2709340686,0.9717429143,FCC_SS
0.6829227537,1.553307525,1.015173352,0.1274894337,0.1866488049,-1.037959258,1.127305175,-0.641930209,1.037898692,-0.5082291149,-0.4463066194,-0.5530325248,0.9924074537,Im
-1.076018128,-0.9494785253,-0.005020197961,-1.50685298,1.266598084,-1.800176471,-0.6552998639,1.137495281,-1.408424724,1.08662141,0.08858007833,1.098029172,-1.82386287,FCC_SS
-0.6825202568,-0.5847356813,0.2831479191,-0.2968620934,0.5295593369,-0.07671431763,-0.3171811305,1.457268085,-0.1464530917,0.9831155647,0.137204214,1.440412521,-1.056175894,FCC_SS
-0.9756309601,-1.831401522,-0.4167116487,-0.7821236166,-0.6496386591,0.7258046203,-0.8739404045,-0.2320808669,0.4432217617,0.2457793043,-0.2294496051,0.02276550858,-0.5086293344,FCC_SS
-1.406602589,-0.6619512794,-0.1743167077,-0.5664903915,-0.1991795837,0.3265946261,0.9784406199,0.1387096114,0.6458172789,0.5835594072,0.0223051721,0.5723185566,-0.2585026783,FCC_SS
1.5097782,0.4227233625,1.26411194,0.3453236535,0.8585768383,-0.3468797886,0.5033906671,-1.507328074,-0.3499646143,-1.04706697,-1.399087525,-0.9806323786,0.1461494929,BCC_SS
0.563890442,1.845303872,0.5635097689,0.465373225,-1.640066638,2.046344552,0.97692728,-0.6304314438,0.8880818162,-1.008689593,-0.7166806535,-0.9026107293,0.5990597355,Im
-0.2576657325,-0.2216057717,-0.9632232351,0.5296001629,1.642182669,0.4111833184,1.514576794,0.8512481113,-0.8312730676,1.280092982,0.9471370199,0.09863299588,-0.1023579156,Im
-1.120564009,-1.397460022,-0.2933916548,-0.8560159235,-0.1240491177,0.265943352,0.4700145943,0.04489766672,0.3731187285,0.685068015,-0.04780318715,0.3803031952,-0.6881501509,FCC_SS
-0.781166985,-0.5947289588,0.02820960519,-0.3816900802,0.6105384445,-0.9877076079,-0.3706937737,0.959121772,-0.8236508037,1.018745036,0.3336861896,1.023062047,-0.7825533375,FCC_SS
-1.100373977,-1.390575681,-0.2857611889,-0.8426461408,-0.120209375,0.2485097096,0.4951430238,0.0466757237,0.3876003911,0.661559812,-0.0466052397,0.400673634,-0.690995913,FCC_SS
-0.4067748394,-0.4846388691,0.2459912497,-1.330789717,0.5113061586,-1.043574752,0.3175333866,0.3751521397,-0.5419714219,0.227719175,0.5011077808,0.9129915013,-1.775046333,Im
0.6679253777,1.700854145,0.9037200109,-0.1710989324,-0.8064048881,0.9327058358,1.160898938,-0.5475183266,1.229327091,-0.6522779876,-0.6782196347,-0.5973619466,0.9729677462,BCC_SS
0.1618459412,1.801224235,-1.858965134,1.80841479,-0.9483705105,1.263547847,-0.2785890206,-0.2077396368,0.04846519715,-0.2664551666,1.844137635,-0.7894657267,0.8286451768,Im
-0.5985004892,-0.3945432953,-0.1538216623,-0.1866013027,0.4768922414,-0.8077975523,-0.2333202485,0.6696189638,-1.010958924,0.5509166518,0.5131506423,0.7707764577,-0.4575887004,FCC_SS
-0.0304565219,0.1765483119,-1.500558142,0.9690641587,0.9646494047,0.7271876427,1.830217564,0.5008142937,-0.2525101077,0.3414733914,1.835081017,-0.1666385187,0.4318562379,FCC_PLUS_BCC
0.7402511389,1.165843103,0.5305901304,-0.5815119762,-0.9349285163,0.6615325163,-0.7892548053,-0.9952276823,-0.4365421372,-0.9228443881,-1.219560367,-1.141303702,-0.3931172313,BCC_SS
0.3079971984,-0.4513632122,2.017600295,0.2693328418,-0.6009898869,0.3467116431,1.183390789,1.406166578,1.742007513,-0.3415845868,-1.293514103,2.081738952,1.860019532,Im
-1.119582108,-1.370122846,-0.3048589998,-0.8547509535,-0.1204690051,0.2605415348,0.4984052562,0.04365684863,0.3846652742,0.6780755737,-0.04641269146,0.3933514497,-0.6677652937,FCC_SS
-1.83526303,-1.116757254,0.1230886974,-1.307862027,0.98747103,-1.508644788,-1.662656809,0.9638494129,-0.6364361709,1.50245815,0.3341913523,1.291166194,-1.392135874,FCC_SS
-0.1724635483,0.8431787219,-0.7529580889,-0.006604609226,-0.6403450592,0.9691815482,0.1125956459,1.086261302,-0.00935337133,0.8955645137,0.9641029114,0.5260681049,0.171908346,Im
0.5032277464,-0.4797360186,1.347500188,0.5087855763,0.05322840081,-0.8033543994,-0.8400612831,-0.8230181581,-2.048256272,-0.5682693605,-1.782913928,-0.4719791508,0.2390232605,BCC_SS
1.496251047,0.4321155563,1.293614091,0.3320211321,0.8450418002,-0.3370892555,0.5310499925,-1.508758803,-0.3329059637,-1.029142621,-1.378552997,-0.9664634095,0.1777782522,BCC_SS
-0.6629604063,-0.4250161425,0.2556099914,-0.4976319996,1.08850559,-1.841570446,-0.3003830702,0.6924020578,-1.004052605,0.9192585238,0.2415410729,0.8843863308,-1.031889159,Im
1.225483068,1.023889597,1.087111104,-0.3503432237,0.5209173967,-1.036430906,0.5412261389,-0.7215120804,1.531567551,-0.7152393905,-0.5389566314,-0.6595855751,1.288957117,Im
0.1498579811,-0.03568793928,1.024011046,1.538911716,0.5170745268,-0.990113694,-0.7180598183,1.696399498,1.318820389,-0.2450127946,-0.2204386694,2.352336662,1.776054077,Im
0.6735797648,1.75004301,0.8463497739,-0.1073415353,-0.9312191939,1.065376249,1.049521195,-0.6105186668,1.193606807,-0.7005329219,-0.704010717,-0.627917473,0.962672673,BCC_SS
-1.04583786,-1.803736421,-1.097359325,-1.875545921,-0.5882579666,-0.1007882482,-1.653251062,-0.09394431065,0.7770241363,1.311097922,-0.2765995067,-0.01419609576,-0.3162707276,FCC_SS
0.04436769957,0.5706685968,-1.114792685,1.110710075,-0.4271181823,-0.08901094011,0.5302072202,0.2499389722,-0.1707448302,-0.0002257548076,1.18995997,-0.08258353175,0.7279960396,Im
1.002167794,1.22442376,0.7007556505,-0.5817157386,-0.74514351,0.5051937851,-0.3758210471,-1.139950967,0.01872835212,-0.9343808239,-1.193560895,-1.338410869,-0.5712610413,BCC_SS
0.2022003708,0.623571015,-1.640609822,1.484651225,1.078128061,0.8300665441,0.1409305651,0.1304032885,0.1300502614,0.06163930565,1.973881678,-0.4417865541,0.6983296165,Im
